,0,1,2
0,"{'Start Train': datetime.datetime(2018, 6, 21, 0, 0), 'End Train': datetime.datetime(2018, 7, 1, 0, 0), 'Start test': datetime.datetime(2018, 7, 1, 0, 0), 'End test': datetime.datetime(2018, 7, 5, 0, 0), 'Horizon': 4, 'MAE': '1.9767213483183674', 'rmse': '2.567104326389513'}","{'Start Train': datetime.datetime(2018, 6, 25, 0, 0), 'End Train': datetime.datetime(2018, 7, 5, 0, 0), 'Start test': datetime.datetime(2018, 7, 5, 0, 0), 'End test': datetime.datetime(2018, 7, 9, 0, 0), 'Horizon': 4, 'MAE': '2.28701253485991', 'rmse': '2.9719340674332715'}","{'Start Train': datetime.datetime(2018, 6, 29, 0, 0), 'End Train': datetime.datetime(2018, 7, 9, 0, 0), 'Start test': datetime.datetime(2018, 7, 9, 0, 0), 'End test': datetime.datetime(2018, 7, 13, 0, 0), 'Horizon': 4, 'MAE': '1.9053872591560868', 'rmse': '2.628473096081449'}"
